Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
28.8,4.1,117,5.5,0,0.044,24,228,0.6946,1.5,0.92,0
137.5,4.1,246,5.5,0,0,24,228,0.6946,1.5,0.82,0
186.4,4.4,101,5.6,0,0.066,24,228,0.6946,1.5,1.03,0
180.5,4.4,323,5.8,0,0,24,228,0.6946,1.5,1.05,0
10,4.4,189,5.5,0,0,24,228,0.6946,1.5,0.75,0
10,4.4,40,5.5,0,0,24,228,0.6946,1.5,1.05,0
291.8,4.4,192,6.3,0,0,24,228,0.6946,1.5,0.99,0
10,4.4,63,6,0,0.083,24,228,0.6946,1.5,1.24,0
10,4.4,65,5.6,0,0,24,228,0.6946,1.5,1.19,0
10,4.4,121,5.9,0,0,24,228,0.6946,1.5,1.18,0
151.8,4.4,255,5.9,0,0,24,228,0.6946,1.5,1.04,0
82.4,4.4,132,5.6,0,0.063,24,228,0.6946,1.5,0.84,0
33,4.4,73,5.5,0,0,24,228,0.6946,1.5,0.84,0
142.7,4.4,96,5.7,0,0,24,228,0.6946,1.5,0.9,0
33,4.4,90,5.7,1,0,24,228,0.6946,1.5,0.97,0
10,4.4,178,6,0,0,24,228,0.6946,1.5,0.97,0
38,4.4,415,6.8,0,0,24,228,0.6946,1.5,0.89,0
10,4.4,225,6.1,0,0,24,228,0.6946,1.5,0.91,0
10,4.4,134,5.5,0,0,24,228,0.6946,1.5,0.72,0
158.2,11.5,58,5.5,0,0,24,228,0.6946,1.5,0.94,0
33,11.5,290,5.5,0,0,24,228,0.6946,1.5,0.96,0
388,11.5,370,6.1,1,0,24,228,0.6946,1.5,0.95,0
10,11.5,34,5.8,0,0,24,228,0.6946,1.5,1.33,0
37.9,11.5,314,5.6,0,0,24,228,0.6946,1.5,0.82,0
51.1,11.5,123,5.7,0,0,24,228,0.6946,1.5,0.88,0
33,11.5,163,5.6,3,0,49,228,0.6946,1.5,1.17,0
50,11.5,60,7,0,0,49,228,0.6946,1.5,0.96,0
33,11.5,106,5.8,0,0,49,228,0.6946,1.5,0.96,0
49.6,11.5,398,5.5,0,0.065,49,228,0.6946,1.5,0.86,0
10,11.5,146,5.6,0,0,49,228,0.6946,1.5,1.4,0
33,11.5,259,5.8,0,0,49,228,0.6946,1.5,0.92,0
33,11.5,148,6,0,0,49,228,0.6946,1.5,1.08,0
34.9,11.5,120,5.5,0,0,49,228,0.6946,1.5,0.94,0
108.4,11.5,92,5.6,0,0,49,228,0.6946,1.5,0.94,0
33,11.5,45,5.5,0,0,49,228,0.6946,1.5,0.87,0
33,11.5,132,5.7,0,0,49,228,0.6946,1.5,0.9,0
33,11.5,258,6.2,0,0,49,228,0.6946,1.5,0.99,0
150.9,11.5,364,5.9,0,0,49,228,0.6946,1.5,0.86,0
24.5,11.5,98,6.1,0,0.081,49,228,0.6946,1.5,1.16,0
133.8,3.2,119,5.8,0,0.042,49,228,0.6946,1.5,1.13,0
33,3.2,62,5.8,0,0,49,228,0.6946,1.5,1.05,0
33,3.2,186,5.6,0,0,49,228,0.6946,1.5,1,0
20,3.2,314,5.9,1,0,49,228,0.6946,1.5,0.87,0
10,3.2,187,6.8,1,0,49,228,0.6946,1.5,1.28,0
33,3.2,173,6,4,0,8,228,0.6946,1.5,0.99,0
90.5,3.2,141,6.2,0,0.07,8,228,0.6946,1.5,1.08,0
33,3.2,69,5.5,0,0.083,8,228,0.6946,1.5,0.95,0
17,3.2,462,6.5,0,0.031,8,228,0.6946,1.5,1.01,0
14.4,4.4,191,5.7,1,0.025,8,228,0.6946,1.5,1.02,0
33,4.4,38,5.5,0,0.057,8,228,0.6946,1.5,0.83,0
63,7.2,71,5.7,0,0.041,8,228,0.6946,1.5,1.02,0
53.1,7.2,179,5.9,0,0.028,8,228,0.6946,1.5,0.76,0
10,7.2,426,5.7,0,0.027,8,228,0.6946,1.5,1.14,0
33,7.2,125,5.5,0,0.04,8,228,0.6946,1.5,1.12,0
84,7.2,111,5.7,0,0.066,8,228,0.6946,1.5,0.84,0
33,7.2,178,5.8,0,0,8,228,0.6946,1.5,0.87,0
33,7.2,68,5.5,0,0,8,228,0.6946,1.5,1.1,0
33,7.2,450,6,0,0.052,8,228,0.6946,1.5,0.8,0
628.2,7.2,194,5.6,0,0.068,8,228,0.6946,1.5,0.91,0
33,7.2,350,5.6,0,0,8,228,0.6946,1.5,0.74,0
54.5,5.4,142,5.5,0,0,8,228,0.6946,1.5,1.06,0
200,5.4,92,5.9,0,0,8,228,0.6946,1.5,1.09,0
65.3,5.4,292,5.6,1,0,8,228,0.6946,1.5,1.08,0
33,5.4,170,5.7,0,0,8,228,0.6946,1.5,1.09,0
33,5.4,254,8,0,0,8,228,0.6946,1.5,1.2,0
33,5.4,21,5.8,3,0,4,228,0.6946,1.5,1.1,0
33,5.4,141,5.7,3,0,19,228,0.6946,1.5,1.08,0
33,5.4,95,5.8,3,0,18,228,0.6946,1.5,0.91,0
33,5.4,117,6,3,0,18,228,0.6946,1.5,1.04,0
33,5.4,133,5.6,3,0,15,228,0.6946,1.5,0.82,0
33,5.4,18,5.8,3,0,2,228,0.6946,1.5,1.03,0
33,5.4,76,5.5,3,0,7,228,0.6946,1.5,1.25,0
30,5.4,294,7.8,0,0,7,228,0.6946,1.5,1.31,0
33,5.4,71,6.5,3,0,17,228,0.6946,1.5,0.97,0
33,5.4,75,5.5,3,0,9,228,0.6946,1.5,0.88,0
33,5.4,99,5.7,3,0.075,14,228,0.6946,1.5,1.06,0
33,5.4,224,5.6,3,0.073,20,228,0.6946,1.5,0.91,0
33,5.4,33,5.5,3,0,7,228,0.6946,1.5,1.29,0
33,5.4,55,5.5,3,0,8,228,0.6946,1.5,0.92,0
33,5.4,209,6.2,4,0,88,228,0.6946,1.5,1.16,0
33,5.4,94,5.5,3,0,14,228,0.6946,1.5,0.95,0
33,5.4,80,5.5,3,0,21,228,0.6946,1.5,1.18,0
33,5.4,77,5.6,3,0,26,228,0.6946,1.5,0.98,0
33,5.4,79,5.7,0,0.065,26,228,0.6946,1.5,1.11,0
33,5.4,43,5.5,3,0,10,228,0.6946,1.5,1.07,0
33,5.4,203,5.8,0,0,10,228,0.6946,1.5,0.9,0
33,5.4,136,5.7,0,0,10,228,0.6946,1.5,0.92,0
33,5.4,346,7.8,0,0,10,228,0.6946,1.5,1.07,0
33,5.4,137,5.7,3,0,28,228,0.6946,1.5,1.01,0
33,5.4,119,5.5,4,0,2,228,0.6946,1.5,1.08,0
33,5.4,267,6.6,0,0,2,228,0.6946,1.5,1.13,0
33,5.4,186,5.8,3,0,29,228,0.6946,1.5,0.79,0
33,5.4,88,5.7,0,0,29,228,0.6946,1.5,1.41,0
33,5.4,402,6.8,1,0,29,228,0.6946,1.5,1.04,0
33,5.4,225,5.7,3,0,40,228,0.6946,1.5,0.89,0
33,5.4,241,5.7,0,0,40,228,0.6946,1.5,0.88,0
33,5.4,82,5.5,4,0,2,228,0.6946,1.5,0.96,0
33,5.4,225,6.1,0,0,2,228,0.6946,1.5,0.99,0
33,5.4,193,5.7,0,0,2,228,0.6946,1.5,1.04,0
57.8,5.4,338,6,1,0,2,228,0.6946,1.5,0.91,0
63.8,3.8,155,5.5,0,0,2,228,0.6946,1.5,1.08,0
33,3.8,129,6.1,0,0.065,2,228,0.6946,1.5,1.16,0
33,3.8,215,5.9,0,0.048,2,228,0.6946,1.5,0.95,0
33,3.8,115,5.7,0,0,2,228,0.6946,1.5,1.08,0
33,3.8,142,6.2,0,0,2,228,0.6946,1.5,0.9,0
33,3.8,88,5.8,0,0,2,228,0.6946,1.5,1.16,0
33,3.8,133,6.1,0,0.05,2,228,0.6946,1.5,1.21,0
33,3.8,156,5.5,0,0.069,2,228,0.6946,1.5,0.82,0
33,3.8,181,5.7,0,0,2,228,0.6946,1.5,0.94,0
33,3.8,78,5.7,0,0.04,2,228,0.6946,1.5,1.19,0
33,3.8,176,5.5,0,0,2,228,0.6946,1.5,0.81,0
10,3.8,76,5.6,0,0,2,228,0.6946,1.5,1.1,0
33,3.8,283,6.3,0,0,2,228,0.6946,1.5,1.1,0
33,3.8,160,5.8,0,0,2,228,0.6946,1.5,0.97,0
33,3.8,88,5.6,0,0.052,2,228,0.6946,1.5,1.19,0
50.4,2.7,446,6.8,0,0,2,228,0.6946,1.5,1.03,0
33,2.7,268,6.5,0,0,2,228,0.6946,1.5,1.02,0
117.5,2.7,120,5.5,0,0,2,228,0.6946,1.5,1.05,0
58.2,2.7,212,6.3,0,0,2,228,0.6946,1.5,1.15,0
22.5,2.7,321,5.8,0,0,2,228,0.6946,1.5,1.15,0
10,2.7,184,5.8,0,0,2,228,0.6946,1.5,1.14,0
43.2,2.7,425,5.7,0,0.048,2,228,0.6946,1.5,0.96,0
33,2.7,151,6.1,1,0,2,228,0.6946,1.5,1,0
59.8,8.1,208,5.7,0,0.04,2,228,0.6946,1.5,0.97,0
101.4,8.1,128,5.7,0,0.037,2,228,0.6946,1.5,0.97,0
33,8.1,384,5.9,0,0.071,2,228,0.6946,1.5,1.22,0
30,8.1,495,7,0,0,2,228,0.6946,1.5,0.9,0
31,8.1,401,6.5,0,0,2,228,0.6946,1.5,0.98,0
33,8.1,331,5.8,0,0,2,228,0.6946,1.5,0.8,0
33,8.1,66,5.5,0,0,2,228,0.6946,1.5,0.89,0
10,8.1,121,5.5,0,0,2,228,0.6946,1.5,1.35,0
10,8.1,39,5.8,0,0.08,2,228,0.6946,1.5,0.93,0
33,8.1,33,5.5,0,0,2,228,0.6946,1.5,1.01,0
33,8.1,136,5.5,0,0,2,228,0.6946,1.5,1.06,0
150,8.1,129,5.7,0,0.058,2,228,0.6946,1.5,1,0
113.5,4,91,5.7,3,0,7,228,0.6946,1.5,0.89,0
52.6,4.5,239,5.5,0,0,7,228,0.6946,1.5,0.94,0
10,4.5,374,6.1,0,0,7,228,0.6946,1.5,1.09,0
33,4.5,50,5.7,0,0.063,7,228,0.6946,1.5,0.95,0
10,4.5,51,5.5,0,0,7,228,0.6946,1.5,0.96,0
10,4.5,174,6,0,0,7,228,0.6946,1.5,1.24,0
33,4.5,47,5.6,0,0,7,228,0.6946,1.5,1.04,0
10,4.5,64,5.5,0,0,7,228,0.6946,1.5,0.9,0
33,4.5,106,5.6,0,0,7,228,0.6946,1.5,0.9,0
628.2,4.5,532,6.6,0,0,7,228,0.6946,1.5,0.91,0
648.7,4.5,265,5.7,0,0,7,228,0.6946,1.5,0.85,0
33,4.5,70,5.7,0,0,7,228,0.6946,1.5,1.38,0
33,4.5,294,6.2,0,0,7,228,0.6946,1.5,1.01,0
11,4.5,253,6.5,0,0,7,228,0.6946,1.5,1.05,0
33,4.5,116,5.5,0,0,7,228,0.6946,1.5,0.98,0
68.8,4.5,211,5.7,1,0,7,228,0.6946,1.5,0.82,0
33,4.5,105,6.6,0,0.043,7,228,0.6946,1.5,1.27,0
33,4.5,424,6.4,1,0.052,7,228,0.6946,1.5,0.82,0
386.7,4.5,247,6,0,0,7,228,0.6946,1.5,0.81,0
25,4.5,426,5.5,5,0,7,228,0.6946,1.5,0.81,0
33,4.5,41,5.7,0,0,7,228,0.6946,1.5,1.36,0
33,4.5,24,5.5,0,0,7,228,0.6946,1.5,1.17,0
105.9,4.5,412,5.6,0,0.059,7,228,0.6946,1.5,1.04,1
33,4.5,114,5.9,0,0.047,7,228,0.6946,1.5,1.01,1
140.4,4.5,528,6.2,1,0,7,228,0.6946,1.5,0.81,1
61.7,4.5,129,6,0,0,7,228,0.6946,1.5,0.89,1
33,4.5,55,5.6,0,0,7,228,0.6946,1.5,1.18,1
644.8,4.5,241,5.7,0,0,7,228,0.6946,1.5,0.87,1
10,4.5,157,5.7,0,0,7,228,0.6946,1.5,0.98,1
33,4.5,100,5.6,0,0,7,228,0.6946,1.5,1.15,1
33,4.5,68,5.9,1,0,7,228,0.6946,1.5,1,1
33,4.5,256,5.8,0,0,7,228,0.6946,1.5,0.82,1
33,4.5,170,6.2,0,0,7,228,0.6946,1.5,0.98,1
220.7,4.5,164,5.5,0,0.032,7,228,0.6946,1.5,0.98,1
33,4.5,324,7.5,0,0.052,7,228,0.6946,1.5,1.06,1
33,4.5,64,6.8,0,0,7,228,0.6946,1.5,0.94,1
33,4.5,161,6.4,0,0,7,228,0.6946,1.5,0.89,1
10,4.5,79,5.5,0,0,7,228,0.6946,1.5,0.93,1
33,4.5,34,6,0,0.075,7,228,0.6946,1.5,1.12,1
33,4.5,362,5.9,0,0.04,7,228,0.6946,1.5,0.82,1
33,4.5,183,5.7,0,0.098,7,228,0.6946,1.5,0.71,1
10,4.5,78,5.5,0,0,7,228,0.6946,1.5,0.93,1
83.6,9.1,68,5.5,0,0,7,228,0.6946,1.5,1.38,1
33,9.1,113,5.6,0,0,7,228,0.6946,1.5,0.89,1
53.4,24.8,46,5.7,0,0,7,228,0.6946,1.5,1.34,1
10,24.8,167,5.9,0,0,7,228,0.6946,1.5,1.16,1
91.9,4.3,210,5.6,0,0,7,228,0.6946,1.5,1.14,1
33,4.3,109,5.6,0,0,7,228,0.6946,1.5,0.86,1
103,4.3,372,7.1,1,0,7,228,0.6946,1.5,1.15,1
33,4.3,549,7,0,0,7,228,0.6946,1.5,1.17,1
10,4.3,341,6,0,0,7,228,0.6946,1.5,1.17,1
10,4.3,91,5.9,1,0,7,228,0.6946,1.5,1.06,1
39.1,9.1,94,5.7,0,0,7,228,0.6946,1.5,0.85,1
258,9.1,206,5.5,0,0.098,7,228,0.6946,1.5,0.76,1
33,9.1,221,5.5,0,0,7,228,0.6946,1.5,0.94,1
5.6,9.1,179,5.6,0,0,7,228,0.6946,1.5,0.94,1
60,9.1,427,7.7,0,0.041,7,228,0.6946,1.5,1.13,1
87.3,9.1,238,5.9,0,0,7,228,0.6946,1.5,0.97,1
48.8,9.1,246,5.7,0,0,7,228,0.6946,1.5,1.07,1
67.7,9.1,187,5.6,0,0.04,7,228,0.6946,1.5,1.32,1
10,9.1,87,6.4,0,0,7,228,0.6946,1.5,1.07,1
74.6,9.1,168,5.8,0,0.065,7,228,0.6946,1.5,1.12,1
44,9.1,220,5.7,0,0.054,7,228,0.6946,1.5,1.23,1
62.6,9.1,258,5.7,0,0.062,7,228,0.6946,1.5,1.2,1
33,9.1,330,6,3,0,87,228,0.6946,1.5,0.86,1
28,9.1,117,6.9,1,0.042,87,228,0.6946,1.5,1.22,1
33,9.1,113,5.6,3,0,29,228,0.6946,1.5,1.04,1
57.7,9.1,198,5.7,0,0,29,228,0.6946,1.5,0.97,1
10,9.1,41,5.5,0,0,29,228,0.6946,1.5,1.17,1
38.2,4,93,5.6,0,0,29,228,0.6946,1.5,1.04,1
93.2,4,357,6,0,0,29,228,0.6946,1.5,1.14,1
50,4,215,6.3,0,0,29,228,0.6946,1.5,1.1,1
33,4,37,6,0,0,29,228,0.6946,1.5,1.34,1
74.7,15.7,74,5.5,0,0,29,228,0.6946,1.5,1.12,1
33,15.7,90,5.6,0,0,29,228,0.6946,1.5,1.15,1
64.4,15.7,271,5.9,1,0,29,228,0.6946,1.5,0.94,1
10,15.7,197,5.9,1,0,29,228,0.6946,1.5,0.94,1
54.6,15.7,109,5.6,0,0,29,228,0.6946,1.5,1.09,1
10,15.7,45,5.6,0,0,29,228,0.6946,1.5,1.25,1
77.8,11.8,100,5.6,0,0,29,228,0.6946,1.5,1.13,1
10,11.8,231,5.7,0,0.054,29,228,0.6946,1.5,1.38,1
86.9,11.8,264,5.5,0,0,29,228,0.6946,1.5,1.38,1
33,11.8,172,5.6,0,0.093,29,228,0.6946,1.5,1.27,1
16,11.8,472,7.7,0,0.063,29,228,0.6946,1.5,1.25,1
10,11.8,109,5.5,4,0.122,73,228,0.6946,1.5,1.07,1
77.4,10.9,67,5.6,0,0.048,73,228,0.6946,1.5,1.02,1
117.2,10.9,308,5.5,0,0.048,73,228,0.6946,1.5,0.77,1
10,10.9,363,5.8,0,0.063,73,228,0.6946,1.5,1.27,1
33,10.9,159,6.2,0,0,73,228,0.6946,1.5,1.04,1
99.9,10.9,105,5.6,0,0.083,73,228,0.6946,1.5,0.96,1
33,3.7,434,6,0,0,73,228,0.6946,1.5,0.88,1
54.4,3.7,249,5.7,0,0,73,228,0.6946,1.5,1.17,1
33,3.7,72,5.5,0,0.055,73,228,0.6946,1.5,1,1
63.6,3.7,229,5.8,0,0,73,228,0.6946,1.5,1.1,1
426.6,3.7,489,5.7,0,0.049,73,228,0.6946,1.5,0.72,1
15.7,3.5,206,5.8,0,0,73,228,0.6946,1.5,1.06,1
33,3.5,78,5.8,0,0,73,228,0.6946,1.5,1.11,1
43.6,3.5,103,5.5,0,0,73,228,0.6946,1.5,1.07,1
10,3.5,273,6.6,0,0,73,228,0.6946,1.5,1.44,1
36,3.5,221,7.4,0,0,73,228,0.6946,1.5,1.31,1
33,3.5,146,5.6,0,0,73,228,0.6946,1.5,1.05,1
147.8,3.5,495,5.6,0,0.054,73,228,0.6946,1.5,0.83,1
10,3.5,183,6.1,0,0.067,73,228,0.6946,1.5,1.28,1
10,3.5,192,6.2,0,0.038,73,228,0.6946,1.5,1.07,1
168.6,3.5,213,5.6,0,0,73,228,0.6946,1.5,0.85,1
521,3.5,371,6.1,0,0,73,228,0.6946,1.5,0.93,1
210.1,3.5,280,5.5,0,0,73,228,0.6946,1.5,1.19,1
33,3.5,148,5.5,0,0,73,228,0.6946,1.5,1.33,1
33,3.5,132,5.5,0,0.052,73,228,0.6946,1.5,1.08,1
20,3.5,380,6.2,0,0,73,228,0.6946,1.5,1.08,1
10,3.5,178,6,0,0,73,228,0.6946,1.5,1.12,1
10,3.5,52,5.8,0,0,73,228,0.6946,1.5,1.05,1
33,3.5,281,5.7,0,0,73,228,0.6946,1.5,1.02,1
33,3.5,171,5.7,0,0,73,228,0.6946,1.5,1.26,1
75.3,5.4,112,5.5,0,0,73,228,0.6946,1.5,1.1,1
29.6,5.4,106,5.6,0,0,73,228,0.6946,1.5,1.06,1
10,5.4,219,5.5,0,0,73,228,0.6946,1.5,0.81,1
33,5.4,368,5.6,0,0,73,228,0.6946,1.5,1.05,1
59.9,5.4,93,5.5,0,0.026,73,228,0.6946,1.5,1.01,1
35,5.4,426,7.1,0,0,73,228,0.6946,1.5,1.05,1
33,5.4,111,5.8,0,0,73,228,0.6946,1.5,1.35,1
33,5.4,208,6.2,0,0.06,73,228,0.6946,1.5,1.16,1
33,5.4,231,5.9,0,0,73,228,0.6946,1.5,1.01,1
10,5.4,19,5.6,0,0,73,228,0.6946,1.5,1.29,1
202.5,5.4,466,6.2,1,0,73,228,0.6946,1.5,0.95,1
392,5.4,453,6.1,0,0,73,228,0.6946,1.5,0.82,1
10,5.4,31,5.6,0,0,73,228,0.6946,1.5,1.22,1
60.5,6.6,126,5.8,0,0,73,228,0.6946,1.5,1.09,1
33,6.6,185,5.6,0,0,73,228,0.6946,1.5,0.83,1
10,6.6,243,6.7,0,0.058,73,228,0.6946,1.5,1.11,1
10,6.6,110,6.3,0,0.054,73,228,0.6946,1.5,1.12,1
10,6.6,75,5.6,3,0,9,228,0.6946,1.5,1.13,1
65.3,6.6,179,6.1,1,0.069,9,228,0.6946,1.5,0.99,1
51.798,0.92,67,6.8,0,0.03,0,31,0.6946,0.517,0.2,1
10,0.92,64,5.8,0,0.041,0,31,0.6946,0.517,1.32,1
33,0.92,188,5.9,0,0.071,0,31,0.6946,0.517,1.12,1
10,0.92,91,5.5,0,0,0,31,0.6946,0.517,1.06,1
79.8,0.92,214,5.5,0,0.045,0,31,0.6946,0.517,1.07,1
33,0.92,201,5.9,0,0,0,31,0.6946,0.517,1.3,1
10,0.92,134,6.4,1,0,0,31,0.6946,0.517,0.99,1
89.5,0.92,110,5.7,0,0.035,0,31,0.6946,0.517,0.81,1
10,0.92,162,6,0,0,0,31,0.6946,0.517,0.98,1
231,0.92,352,5.8,0,0.071,0,31,0.6946,0.517,0.78,1
33,0.92,73,5.6,0,0,0,31,0.6946,0.517,1.14,1
33,0.92,256,5.8,0,0,0,31,0.6946,0.517,0.91,1
33,0.92,215,5.7,0,0,0,31,0.6946,0.517,1.01,1
109.4,0.92,313,6,1,0,0,31,0.6946,0.517,0.83,1
33,0.92,324,6,0,0,0,31,0.6946,0.517,1.04,1
37,0.92,297,6,1,0,0,31,0.6946,0.517,0.9,1
48.9,0.92,297,5.9,0,0.08,0,31,0.6946,0.517,1.24,1
115,0.92,177,5.8,1,0,0,31,0.6946,0.517,1.06,1
103.1,0.92,430,5.5,1,0,0,31,0.6946,0.517,0.76,1
95.5,3.7,253,5.7,0,0,0,31,0.6946,0.517,1.07,1
33,3.7,206,6.5,0,0.06,0,31,0.6946,0.517,1.07,1
33,3.7,103,5.8,3,0.073,38,31,0.6946,0.517,1.09,1
33,3.7,216,5.9,1,0,38,31,0.6946,0.517,0.89,1
33,3.7,231,5.5,1,0,38,31,0.6946,0.517,1.24,1
33,3.7,480,6,0,0,38,31,0.6946,0.517,0.81,1
50,3.7,596,6.8,0,0,38,31,0.6946,0.517,0.85,1
33,3.7,180,5.8,0,0,38,31,0.6946,0.517,1.15,1
10,3.7,34,5.5,0,0.046,38,31,0.6946,0.517,1.26,1
33,3.7,48,5.5,0,0,38,31,0.6946,0.517,1.13,1
33,3.7,141,5.5,0,0.106,38,31,0.6946,0.517,0.9,1
10,3.7,173,5.5,0,0.089,38,31,0.6946,0.517,0.87,1
56.5,3.7,125,5.7,1,0,38,31,0.6946,0.517,1.11,1
63.8,3.7,309,5.5,0,0.068,38,31,0.6946,0.517,0.85,1
33,3.7,23,5.6,0,0.035,38,31,0.6946,0.517,1.29,1
33,3.7,176,6.4,0,0,38,31,0.6946,0.517,0.99,1
10,3.7,158,5.5,0,0,38,31,0.6946,0.517,0.84,1
33,3.7,185,5.8,0,0.035,38,31,0.6946,0.517,0.95,1
33,3.7,184,6.2,0,0,38,31,0.6946,0.517,1.06,1
64.9,3.7,175,5.5,0,0.063,38,31,0.6946,0.517,1.05,1
11,3.7,314,6.7,0,0,38,31,0.6946,0.517,1.14,1
10,3.7,148,5.6,0,0,38,31,0.6946,0.517,1.1,1
26,3.7,132,6.2,0,0.127,38,31,0.6946,0.517,1.13,1
33,3.7,336,5.6,0,0.075,38,31,0.6946,0.517,0.81,1
17.2,22.5,93,5.6,0,0.093,38,31,0.6946,0.517,1.13,1
10,22.5,358,6,0,0,38,31,0.6946,0.517,1.17,1
33,22.5,152,5.6,0,0,38,31,0.6946,0.517,0.97,1
33,22.5,426,5.9,0,0.032,38,31,0.6946,0.517,0.97,1
10,22.5,219,5.9,0,0.059,38,31,0.6946,0.517,0.85,1
12,22.5,255,6,0,0.071,38,31,0.6946,0.517,0.88,1
20,22.5,281,6.2,0,0.056,38,31,0.6946,0.517,0.92,1
17,22.5,282,6.7,0,0.043,38,31,0.6946,0.517,1.03,1
10,22.5,141,5.6,0,0,38,31,0.6946,0.517,1.07,1
10,22.5,20,5.5,0,0.089,38,31,0.6946,0.517,1.42,1
38.8,22.5,132,5.6,0,0,38,31,0.6946,0.517,0.99,1
127.8,22.5,239,5.8,1,0,38,31,0.6946,0.517,1.12,1
33,22.5,73,5.5,0,0,38,31,0.6946,0.517,0.95,1
33,22.5,167,5.8,0,0,38,31,0.6946,0.517,0.95,1
50.8,11,74,5.5,0,0,38,31,0.6946,0.517,1.01,1
10,11,60,5.5,0,0,38,31,0.6946,0.517,0.89,1
33,11,305,5.7,0,0.061,38,31,0.6946,0.517,0.75,1
33,11,198,5.5,0,0,38,31,0.6946,0.517,0.89,1
86,11,490,6,0,0.054,38,31,0.6946,0.517,0.81,1
10,11,108,5.7,0,0.045,38,31,0.6946,0.517,1.04,1
351.8,11,525,6.9,1,0.039,38,31,0.6946,0.517,1.08,1
10,11,259,6.2,0,0.058,38,31,0.6946,0.517,1.25,1
47.9,11,393,5.5,0,0.08,38,31,0.6946,0.517,0.76,1
33,11,152,5.8,0,0,38,31,0.6946,0.517,1.14,1
10,11,202,5.7,0,0.043,38,31,0.6946,0.517,0.65,1
10,11,115,5.6,0,0,38,31,0.6946,0.517,1,1
33,11,80,5.7,0,0,38,31,0.6946,0.517,1.38,1
10,11,101,6.2,1,0.13,38,31,0.6946,0.517,1.27,1
33,11,185,5.5,0,0,38,31,0.6946,0.517,1.22,1
10,11,192,5.7,0,0.046,38,31,0.6946,0.517,1.27,1
42,11,495,5.5,0,0,38,31,0.6946,0.517,1.05,1
67.9,11,314,6.3,0,0,38,31,0.6946,0.517,1.01,1
10,11,111,5.5,0,0,38,31,0.6946,0.517,0.99,1
33,11,192,5.7,0,0,38,31,0.6946,0.517,0.76,1
176.5,11,222,5.6,0,0,38,31,0.6946,0.517,1.02,1
133,11,94,5.5,0,0,38,31,0.6946,0.517,0.79,1
33,11,252,5.9,0,0.058,38,31,0.6946,0.517,1.05,1
33,11,153,5.6,0,0,38,31,0.6946,0.517,0.97,1
368.7,11,364,6,0,0,38,31,0.6946,0.517,1.05,1
33,11,193,6.3,0,0.06,38,31,0.6946,0.517,1.26,1
10,11,54,5.5,0,0.044,38,31,0.6946,0.517,1.31,1
567.2,11,178,5.6,0,0,38,31,0.6946,0.517,0.81,1
33,11,168,5.5,0,0.05,38,31,0.6946,0.517,1.01,1
260.9,11,107,5.5,1,0,38,31,0.6946,0.517,0.94,1
33,11,400,6.7,0,0,38,31,0.6946,0.517,0.85,1
143.1,11,283,6.3,0,0,38,31,0.6946,0.517,1.2,1
406.5,11,346,6.4,0,0.044,38,31,0.6946,0.517,1.07,1
33,11,254,6,0,0.063,38,31,0.6946,0.517,0.96,1
48.5,7.6,92,5.5,0,0.081,38,31,0.6946,0.517,0.9,1
14,7.6,258,6.4,0,0.042,38,31,0.6946,0.517,1,1
10,7.6,39,5.7,0,0.08,38,31,0.6946,0.517,1,1
33,7.6,153,5.9,0,0,38,31,0.6946,0.517,1.13,1
178.1,7.6,421,7.2,0,0.048,38,31,0.6946,0.517,1.01,1
83,7.6,187,5.7,0,0.033,38,31,0.6946,0.517,0.98,1
10,7.6,245,6.4,0,0.044,38,31,0.6946,0.517,0.97,1
10,7.6,53,5.5,4,0.041,1,31,0.6946,0.517,0.85,1
10,7.6,214,6,0,0.052,1,31,0.6946,0.517,0.9,1
33,7.6,201,5.6,0,0,1,31,0.6946,0.517,0.91,1
33,7.6,333,5.6,0,0,1,31,0.6946,0.517,1.28,1
33,7.6,112,5.5,0,0.045,1,31,0.6946,0.517,0.96,1
77.5,7.6,359,5.6,0,0,1,31,0.6946,0.517,0.94,1
32.1,2.5,367,5.9,0,0,1,31,0.6946,0.517,0.89,1
604,2.5,300,5.7,0,0.043,1,31,0.6946,0.517,1.24,1
33,2.5,300,5.5,0,0.038,1,31,0.6946,0.517,1.06,1
18,2.5,475,6.5,0,0,1,31,0.6946,0.517,1.04,1
33,2.5,165,5.9,0,0.059,1,31,0.6946,0.517,1.1,1
33,2.5,190,6,0,0,1,31,0.6946,0.517,0.92,1
10,2.5,265,6,0,0.039,1,31,0.6946,0.517,1.38,1
10,2.5,223,6,0,0,1,31,0.6946,0.517,0.94,1
88.8,2.5,258,5.8,0,0.047,1,31,0.6946,0.517,0.95,1
33,2.5,109,5.5,0,0,1,31,0.6946,0.517,0.89,1
146.6,2.5,243,6,1,0.062,1,31,0.6946,0.517,0.94,1
33,2.5,119,5.7,0,0.062,1,31,0.6946,0.517,1.01,1
33,2.5,359,5.7,0,0.055,1,31,0.6946,0.517,0.84,1
50.1,2.6,416,5.7,0,0.089,1,31,0.6946,0.517,1.14,1
70.3,2.6,179,5.7,0,0.109,1,31,0.6946,0.517,1.04,1
35.4,2.6,282,5.5,0,0,1,31,0.6946,0.517,1.17,1
